code,title_y,address,price,rating_x,like-dislike,rating_y,commentCount_y,distance,score5-1,commentCount_x,lat,lon,textCommentCount,count
dq5dqd,پیتزا ساندویچ ثمین,کوی امیر، نبش توس 3، پلاک 212، پیتزا ساندویچ ثمین,0.8426505695529934,0.3186381434742823,0.10964385754301721,0.8462450608712969,0.027257323470950504,0.9477496661961079,0.6239316239316239,1754.0,36.337048,59.575246099999994,206.0,0.10119047619047619
dq5j4x,رستوران بابا صفا,وکیل آباد 10، لاله یک، پلاک یک، رستوران بابا صفا,0.8791742509669307,0.28665813487242003,0.052821128451380546,0.9289588820325954,0.01616214278731793,0.9214876639545603,0.811965811965812,1073.0,36.32078,59.519507,225.0,0.13690476190476192
dq5l2d,یوکافود (چاکوچ),پیروزی ۵۱، بین بلوار هفت تیر و حافظ، یوکافود (چاکوچ),0.6744494542475726,0.18531550551254994,0.012087593658152915,0.7652911158895095,0.0027534295675975106,0.9045117335270654,0.46153846153846156,250.0,36.3193181,59.4911764,53.0,0.16666666666666666
dq5m9d,کافه پیراشکی (شعبه دانش آموز),بلوار دانش آموز، دانش آموز 5، میدان شیخ مفید، پلاک 317، کافه پیراشکی (شعبه دانش آموز),0.8868757877391534,0.7481004097545442,0.028811524609843937,0.9044038927239124,0.0028185994981915342,0.9158003398484357,0.7777777777777778,254.0,36.326946,59.51211099999999,44.0,0.047619047619047616
dqgg4n,فست فود ریحون تنوری,خیابان خزعلی، قبل از خزعلی 4، پلاک 603، فست فود ریحون تنوری,0.9014672239188449,0.4096817298347908,0.10324129651860744,0.9382193180595948,0.004708527485418228,0.980394382622006,0.811965811965812,370.0,36.292508,59.608199,41.0,0.041666666666666664
dqggo7,ساندویچ فرشتگان,بین فکوری 17 و 19، ساندویچ فرشتگان,0.7122691432788851,0.2490105132962279,0.06242496998799519,0.9118193646367214,0.009954706898237154,0.9065268004245288,0.7692307692307693,692.0,36.312566,59.492877,129.0,0.08333333333333333
dql4yx,ساندویچ سورنا,قاسم آباد، بلوار فلاحی، داخل فلاحی 2، بین آزاده و میثاق، هاشمی رفسنجانی، قطعه شانزدهم، بعد از مغازه اول، طبقه همکف، ساندویچ سورنا,0.8710627963337209,0.12979842286564966,0.015933646185747025,0.9074160025107568,0.003991658248883965,0.8907256963386692,0.7606837606837606,326.0,36.358392919288,59.482394456863,31.0,0.3869047619047619
dql9lw,فست فود ناب فود,قاسم آباد، تقاطع، اندیشه و شریعتی، فست فود ناب فود,0.7427382947367966,0.512762822401873,0.029127440449864157,0.9174241921160712,0.03398611880478347,0.9171731060128775,0.8034188034188035,2167.0,36.359318,59.531394,235.0,0.44642857142857145
dqlqv7,پیتزا سانیا,کاشمر، بلوار بسیج، بسیج 10، بعد از تقاطع، پلاک 61، پیتزا سانیا,0.8142046123882762,0.23095238095238102,0.010427027954038758,0.9291917847399483,0.0038124409397503993,0.0027826910180414055,0.8034188034188035,315.0,35.242936,58.451107,60.0,0.4107142857142857
dqlvmx,رستوران مطهر بانوان,ضلع شمالی بازار رضا، بعد از هتل نقش جهان، رستوران مطهر بانوان,0.8882423092107918,0.0,0.01214603488454205,0.539893785453862,0.004464140245690638,0.9851048097509136,0.0,355.0,36.28292,59.613839,26.0,0.09523809523809523
dqlz1n,کافه رستوران ایونت,احمد اباد٬بین رضا 31 و 33، کافه رستوران ایونت,0.5721839654347534,0.26381284221005474,0.012414721986355518,0.9061275394808854,0.004431555280393626,0.9555525868774806,0.7863247863247863,353.0,36.287453,59.567347,54.0,0.23809523809523808
dqm7e7,فست فود صبا,بلوار شهید اصلانی، صبای 12 قدیم، بین اصلانی 38 و 40، فست فود صبا,0.8027180112070887,0.04081632653061224,0.04741896758703481,0.8887482314394299,0.004219753005963048,0.966777907844139,0.7008547008547008,340.0,36.234214,59.610977,49.0,0.13690476190476192
